"Sex";"MaritalStatus";"Age";"Education";"Occupation";"YearsInSf";"DualIncome";"HouseholdMembers";"Under18";"HouseholdStatus";"TypeOfHome";"EthnicClass";"Language";"AnualIncome"
"6624";"Male";"4";4;"4";"3";"4";1;"1";0;"Own";"1";"3";"1";46894
"6625";"2";"1";3;"4";"3";"5";2;"3";1;"Rent";"1";"3";"1";21672
"6626";"Male";"5";3;"4";"1";"3";1;"2";0;"Rent";"3";"3";"1";32171
"6627";"2";"5";1;"2";"6";"?";1;"5";3;"Live with Parents/Family";"3";"3";"1";9136
"6628";"Male";"5";1;"2";"6";"5";1;"4";1;"Live with Parents/Family";"5";"2";"1";9136
"6629";"Male";"5";3;"5";"1";"2";1;"2";0;"Rent";"3";"7";"2";76004
"6630";"2";"5";4;"4";"2";"5";1;"1";0;"Rent";"3";"7";"1";66994
"6631";"2";"2";3;"5";"1";"2";2;"2";0;"Rent";"3";"7";"1";76004
"6632";"2";"2";3;"4";"2";"2";2;"2";0;"Rent";"3";"7";"1";76004
"6633";"2";"2";3;"6";"1";"2";1;"2";0;"Rent";"3";"7";"1";66994
"6634";"2";"1";5;"4";"1";"4";2;"2";0;"Rent";"3";"7";"1";66994
"6635";"2";"3";3;"6";"2";"2";1;"2";0;"Rent";"3";"7";"1";76004
"6636";"2";"5";3;"5";"2";"2";1;"?";0;"Rent";"3";"7";"1";76004
"6637";"Male";"1";3;"6";"1";"1";2;"2";0;"Rent";"3";"8";"1";76004
"6638";"2";"1";3;"6";"1";"2";2;"2";0;"Rent";"3";"2";"1";76004
"6639";"2";"5";3;"6";"1";"2";1;"3";0;"Rent";"3";"7";"1";76004
"6640";"2";"5";3;"5";"2";"2";1;"1";0;"Rent";"5";"7";"1";66994
"6641";"Male";"2";3;"5";"1";"3";1;"2";0;"Own";"2";"7";"1";76004
"6642";"2";"1";3;"5";"1";"2";2;"2";0;"Rent";"1";"7";"1";66994
"6643";"2";"5";3;"5";"1";"2";1;"3";0;"Rent";"3";"7";"1";66994
"6644";"2";"5";3;"5";"1";"1";1;"2";0;"Rent";"3";"7";"1";66994
"6645";"Male";"5";3;"6";"1";"3";1;"3";0;"Rent";"3";"7";"1";66994
"6646";"Male";"5";3;"5";"6";"5";1;"1";0;"Rent";"3";"7";"1";32171
"6647";"2";"2";4;"5";"1";"4";1;"2";0;"Rent";"3";"2";"1";27591
"6648";"2";"2";4;"5";"4";"4";2;"3";1;"Rent";"5";"7";"1";32171
"6649";"2";"5";2;"5";"1";"?";1;"1";0;"Own";"2";"?";"1";46894
"6650";"2";"5";3;"5";"1";"2";1;"1";0;"Rent";"3";"7";"1";21672
"6651";"2";"5";3;"4";"1";"4";1;"7";4;"Live with Parents/Family";"1";"8";"1";19997
"6652";"2";"1";7;"4";"5";"?";3;"2";0;"Own";"?";"7";"1";32171
"6653";"2";"5";2;"4";"6";"5";1;"4";0;"Live with Parents/Family";"1";"5";"2";46894
"6654";"2";"5";2;"3";"2";"5";1;"2";0;"Own";"1";"5";"1";9136
"6655";"2";"5";2;"5";"6";"4";1;"3";0;"Live with Parents/Family";"1";"5";"2";9136
"6656";"Male";"5";3;"4";"1";"5";1;"1";1;"Rent";"3";"5";"1";11703
"6657";"Male";"2";4;"4";"1";"?";1;"?";0;"Rent";"3";"3";"1";66994
"6658";"2";"2";3;"4";"6";"2";3;"2";0;"Rent";"3";"7";"1";9136
"6659";"2";"1";4;"6";"1";"3";2;"2";0;"Rent";"5";"7";"1";66994
"6660";"Male";"2";4;"5";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"6661";"Male";"1";4;"4";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"6662";"2";"5";4;"4";"1";"5";1;"2";0;"Own";"1";"7";"1";76004
"6663";"2";"5";2;"4";"6";"5";1;"5";1;"Live with Parents/Family";"1";"7";"1";66994
"6664";"Male";"5";3;"5";"1";"2";1;"2";0;"Rent";"3";"7";"1";66994
"6665";"Male";"5";3;"5";"1";"3";1;"2";0;"Rent";"3";"7";"1";32171
"6666";"2";"5";2;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";19997
"6667";"Male";"5";2;"3";"4";"5";1;"2";0;"Own";"1";"2";"1";21672
"6668";"Male";"3";3;"4";"9";"3";1;"1";0;"Rent";"3";"7";"1";19997
"6669";"Male";"5";2;"3";"9";"5";1;"4";0;"Live with Parents/Family";"1";"7";"1";27591
"6670";"2";"5";2;"3";"3";"5";1;"4";1;"Live with Parents/Family";"1";"7";"2";11703
"6671";"Male";"2";2;"3";"9";"5";1;"2";0;"Own";"1";"2";"1";11703
"6672";"Male";"4";4;"6";"1";"5";1;"2";0;"Rent";"3";"7";"1";27591
"6673";"Male";"5";4;"5";"3";"5";1;"1";0;"Own";"1";"7";"1";32171
"6674";"Male";"5";4;"5";"1";"5";1;"1";0;"Rent";"1";"7";"1";27591
"6675";"2";"3";7;"3";"8";"5";1;"?";0;"Own";"1";"7";"1";46894
"6676";"Male";"1";4;"6";"1";"5";2;"2";0;"Own";"1";"7";"1";76004
"6677";"2";"1";6;"6";"1";"5";2;"4";2;"Own";"1";"7";"1";76004
"6678";"Male";"5";5;"4";"2";"4";1;"?";2;"Own";"?";"3";"2";66994
"6679";"2";"3";4;"4";"1";"5";1;"3";0;"Rent";"1";"7";"1";76004
"6680";"2";"5";5;"5";"4";"5";1;"1";0;"Rent";"3";"7";"1";66994
"6681";"2";"3";7;"2";"5";"5";1;"1";0;"Own";"1";"7";"1";66994
"6682";"Male";"5";6;"5";"1";"5";1;"2";0;"Own";"1";"7";"1";32171
"6683";"Male";"3";7;"4";"8";"5";1;"1";0;"Rent";"3";"7";"1";21672
"6684";"Male";"3";7;"5";"8";"5";1;"1";0;"Own";"1";"7";"1";19997
"6685";"Male";"5";3;"6";"4";"2";1;"4";0;"Rent";"3";"7";"1";66994
"6686";"2";"5";1;"2";"6";"5";1;"3";0;"Live with Parents/Family";"3";"2";"1";9136
"6687";"2";"5";1;"2";"6";"5";1;"5";1;"Live with Parents/Family";"1";"5";"2";9136
"6688";"Male";"1";3;"3";"4";"4";2;"4";1;"Own";"1";"5";"2";21672
"6689";"Male";"5";4;"1";"3";"1";1;"1";0;"Live with Parents/Family";"1";"5";"2";9136
"6690";"Male";"1";3;"3";"3";"4";2;"5";1;"Rent";"3";"5";"2";11703
"6691";"2";"5";3;"1";"5";"2";1;"3";2;"Rent";"3";"5";"2";9136
"6692";"Male";"5";2;"?";"9";"2";1;"4";0;"Rent";"3";"5";"2";9136
"6693";"Male";"5";3;"4";"4";"5";1;"2";0;"Rent";"?";"5";"2";27591
"6694";"Male";"5";4;"3";"4";"5";1;"1";0;"Rent";"3";"5";"2";21672
"6695";"Male";"1";4;"5";"4";"?";2;"2";0;"Rent";"2";"5";"1";32171
"6696";"2";"3";3;"3";"1";"?";1;"2";1;"Rent";"3";"5";"3";27591
"6697";"2";"3";3;"3";"4";"5";1;"2";1;"Live with Parents/Family";"1";"5";"1";21672
"6698";"2";"4";4;"4";"6";"5";1;"2";1;"Rent";"3";"5";"1";9136
"6699";"2";"1";2;"3";"6";"5";2;"5";3;"Rent";"3";"5";"2";11703
"6700";"2";"1";4;"4";"4";"5";2;"2";0;"Rent";"3";"5";"1";27591
"6701";"2";"3";3;"4";"1";"5";1;"4";0;"Rent";"3";"5";"1";21672
"6702";"Male";"5";4;"1";"4";"5";1;"2";0;"Rent";"3";"5";"2";19997
"6703";"Male";"5";4;"5";"4";"5";1;"1";0;"Rent";"3";"3";"1";19997
"6704";"2";"5";3;"4";"6";"3";1;"2";1;"Rent";"3";"3";"1";9136
"6705";"Male";"5";1;"2";"6";"5";1;"2";1;"Live with Parents/Family";"3";"7";"1";9136
"6706";"2";"4";7;"5";"8";"5";1;"1";0;"Own";"1";"7";"1";27591
"6707";"Male";"1";5;"?";"1";"5";2;"3";1;"Own";"1";"3";"1";66994
"6708";"2";"5";1;"2";"6";"2";1;"4";2;"Live with Parents/Family";"1";"3";"1";9136
"6709";"Male";"2";4;"3";"6";"?";2;"2";0;"Rent";"3";"5";"2";32171
"6710";"2";"5";2;"4";"1";"?";1;"?";0;"?";"3";"5";"1";19997
"6711";"Male";"5";3;"3";"6";"2";1;"?";0;"Rent";"3";"5";"3";27591
"6712";"Male";"1";2;"4";"6";"5";3;"4";0;"Rent";"3";"5";"1";21672
"6713";"2";"2";3;"4";"6";"5";2;"2";0;"Rent";"3";"5";"1";19997
"6714";"Male";"5";2;"2";"6";"?";1;"3";0;"Live with Parents/Family";"3";"5";"2";32171
"6715";"Male";"5";5;"6";"1";"5";1;"2";0;"Own";"1";"7";"1";76004
"6716";"Male";"2";4;"3";"1";"3";1;"1";0;"Rent";"2";"7";"1";66994
"6717";"2";"5";3;"4";"1";"2";1;"2";0;"Rent";"3";"3";"1";21672
"6718";"Male";"5";3;"3";"1";"1";1;"2";0;"Rent";"3";"5";"1";11703
"6719";"2";"2";2;"4";"4";"5";3;"2";0;"Rent";"3";"3";"1";11703
"6720";"2";"1";3;"5";"1";"5";2;"2";0;"Rent";"3";"5";"1";46894
"6721";"2";"5";2;"4";"4";"5";1;"1";0;"Rent";"3";"5";"1";19997
"6722";"2";"2";2;"3";"4";"4";1;"2";0;"Rent";"3";"5";"1";27591
"6723";"2";"3";5;"3";"1";"5";1;"1";0;"Rent";"5";"7";"1";66994
"6724";"Male";"1";4;"5";"1";"5";2;"4";2;"Own";"1";"7";"1";76004
"6725";"Male";"1";4;"6";"1";"5";2;"3";1;"Own";"1";"7";"1";76004
"6726";"2";"1";3;"4";"4";"5";2;"4";2;"Rent";"3";"3";"1";66994
"6727";"Male";"2";5;"5";"1";"5";3;"2";0;"Rent";"3";"3";"1";66994
"6728";"2";"1";6;"5";"4";"5";2;"2";0;"Own";"1";"7";"1";66994
"6729";"Male";"5";4;"5";"1";"5";1;"1";1;"Own";"2";"7";"1";66994
"6730";"2";"2";4;"4";"1";"5";2;"?";0;"Rent";"1";"7";"1";76004
"6731";"2";"5";4;"5";"?";"5";1;"1";0;"Rent";"3";"7";"1";32171
"6732";"2";"1";5;"5";"1";"5";2;"4";2;"Own";"1";"7";"1";66994
"6733";"Male";"3";5;"6";"1";"5";1;"1";0;"Own";"1";"2";"1";76004
"6734";"Male";"3";6;"5";"1";"3";1;"1";0;"Rent";"3";"7";"1";27591
"6735";"Male";"5";5;"6";"1";"5";1;"2";0;"Own";"3";"7";"1";76004
"6736";"Male";"1";3;"5";"1";"4";2;"2";0;"Own";"1";"7";"1";66994
"6737";"Male";"2";4;"4";"9";"2";1;"2";0;"Own";"2";"7";"1";66994
"6738";"Male";"2";3;"5";"1";"5";1;"2";0;"Rent";"3";"7";"1";66994
"6739";"Male";"2";3;"5";"1";"5";1;"2";0;"Rent";"2";"7";"?";66994
"6740";"2";"2";2;"4";"4";"5";3;"2";0;"Rent";"3";"3";"1";11703
"6741";"2";"3";4;"3";"?";"5";1;"5";2;"Rent";"3";"3";"1";27591
"6742";"2";"5";3;"4";"6";"2";1;"1";0;"Rent";"3";"3";"1";11703
"6743";"2";"5";3;"4";"1";"2";1;"2";0;"Rent";"3";"3";"1";27591
"6744";"2";"5";2;"4";"2";"5";1;"2";0;"Rent";"3";"3";"?";19997
"6745";"2";"5";6;"2";"?";"?";1;"4";0;"Rent";"3";"5";"2";9136
"6746";"2";"5";3;"3";"9";"5";1;"5";0;"Live with Parents/Family";"1";"5";"2";11703
"6747";"2";"5";4;"4";"?";"5";1;"1";0;"Rent";"3";"5";"2";11703
"6748";"2";"2";3;"4";"1";"5";2;"4";0;"Rent";"5";"5";"?";32171
"6749";"2";"1";3;"5";"5";"3";3;"3";1;"Rent";"3";"5";"2";21672
"6750";"Male";"2";2;"4";"1";"5";2;"2";0;"Rent";"3";"5";"1";27591
"6751";"2";"3";4;"6";"9";"5";1;"2";0;"Rent";"3";"5";"1";9136
"6752";"2";"1";2;"4";"4";"5";2;"2";1;"Rent";"3";"5";"1";21672
"6753";"2";"3";3;"4";"1";"5";1;"3";2;"Rent";"3";"1";"1";21672
"6754";"Male";"3";3;"4";"1";"5";1;"2";0;"Rent";"1";"3";"1";46894
"6755";"Male";"5";3;"4";"1";"2";1;"2";0;"Rent";"5";"3";"1";46894
"6756";"Male";"3";4;"4";"3";"3";1;"3";0;"Rent";"3";"3";"1";11703
"6757";"2";"2";3;"5";"4";"2";1;"2";0;"Rent";"3";"3";"1";32171
"6758";"Male";"5";7;"3";"8";"5";1;"2";0;"Own";"1";"7";"?";21672
"6759";"Male";"5";6;"4";"2";"5";1;"1";0;"Rent";"3";"7";"1";19997
"6760";"Male";"2";3;"6";"6";"2";1;"2";0;"Rent";"3";"7";"1";76004
"6761";"Male";"2";4;"6";"1";"4";1;"3";1;"Own";"5";"7";"1";76004
"6762";"Male";"1";4;"4";"1";"5";2;"5";3;"Own";"1";"2";"1";66994
"6763";"2";"1";4;"4";"1";"5";2;"2";0;"Rent";"5";"2";"1";66994
"6764";"2";"2";3;"6";"1";"4";1;"2";0;"Rent";"3";"7";"1";76004
"6765";"Male";"5";3;"6";"1";"?";1;"1";0;"Rent";"3";"7";"1";76004
"6766";"Male";"5";3;"5";"1";"3";1;"1";0;"Own";"1";"7";"1";76004
"6767";"2";"1";4;"6";"1";"3";2;"2";0;"Own";"1";"7";"1";76004
"6768";"2";"1";3;"3";"3";"5";2;"3";1;"Rent";"3";"7";"1";66994
"6769";"2";"1";3;"5";"?";"4";2;"2";0;"Rent";"3";"7";"1";66994
"6770";"Male";"2";4;"5";"1";"2";1;"2";0;"Rent";"3";"7";"1";66994
"6771";"2";"1";3;"5";"1";"3";2;"2";0;"Rent";"5";"7";"1";76004
"6772";"Male";"2";4;"4";"1";"3";1;"2";0;"Own";"1";"7";"1";76004
"6773";"Male";"2";5;"6";"1";"5";2;"4";2;"Own";"1";"7";"1";76004
"6774";"Male";"5";4;"6";"1";"2";1;"3";0;"Rent";"3";"7";"1";66994
"6775";"2";"5";1;"2";"6";"5";1;"3";2;"Live with Parents/Family";"1";"5";"1";9136
"6776";"2";"1";3;"4";"1";"4";2;"4";2;"Rent";"3";"5";"1";19997
"6777";"Male";"1";3;"2";"3";"3";1;"1";0;"Rent";"3";"5";"2";11703
"6778";"2";"2";2;"2";"1";"5";1;"3";1;"Rent";"3";"5";"1";19997
"6779";"Male";"5";3;"4";"3";"2";1;"2";0;"Rent";"1";"5";"1";21672
"6780";"Male";"5";3;"6";"1";"1";1;"2";0;"Rent";"5";"5";"1";19997
"6781";"Male";"5";3;"2";"3";"2";1;"?";0;"?";"3";"5";"1";9136
"6782";"Male";"1";3;"1";"1";"5";2;"2";0;"Rent";"3";"5";"2";9136
"6783";"Male";"5";3;"5";"4";"2";1;"4";0;"Rent";"3";"5";"1";9136
"6784";"2";"1";4;"3";"4";"5";2;"2";0;"Rent";"?";"5";"2";32171
"6785";"2";"2";3;"3";"4";"5";1;"3";0;"Rent";"3";"5";"1";21672
"6786";"2";"5";2;"2";"6";"5";1;"5";2;"Live with Parents/Family";"1";"5";"1";46894
"6787";"Male";"5";3;"4";"1";"3";1;"4";0;"Rent";"5";"5";"1";19997
"6788";"2";"5";2;"4";"6";"2";1;"4";0;"Rent";"3";"7";"1";9136
"6789";"2";"5";4;"4";"1";"5";1;"1";0;"Rent";"3";"7";"1";46894
"6790";"2";"1";4;"5";"4";"5";2;"4";0;"Own";"1";"7";"1";32171
"6791";"Male";"3";4;"6";"3";"5";1;"4";1;"Rent";"3";"1";"1";46894
"6792";"2";"5";2;"3";"4";"2";1;"4";0;"Rent";"5";"7";"1";9136
"6793";"Male";"5";2;"4";"2";"2";1;"4";0;"Rent";"5";"7";"1";9136
"6794";"Male";"5";2;"4";"3";"2";1;"3";0;"Rent";"3";"7";"1";9136
"6795";"Male";"5";3;"5";"4";"3";1;"4";0;"Rent";"1";"7";"1";11703
"6796";"Male";"5";2;"5";"1";"2";1;"5";0;"Rent";"1";"7";"1";19997
"6797";"Male";"5";1;"2";"6";"5";1;"?";0;"Live with Parents/Family";"3";"2";"1";9136
"6798";"Male";"5";1;"2";"6";"5";1;"5";1;"Live with Parents/Family";"1";"2";"1";9136
"6799";"Male";"5";1;"1";"6";"5";1;"4";2;"Live with Parents/Family";"1";"7";"1";9136
"6800";"2";"5";1;"2";"6";"2";1;"?";0;"Live with Parents/Family";"3";"3";"1";9136
"6801";"Male";"5";1;"2";"6";"3";1;"5";3;"Live with Parents/Family";"1";"3";"1";9136
"6802";"2";"5";1;"2";"6";"5";1;"5";2;"Live with Parents/Family";"3";"3";"1";9136
"6803";"Male";"5";1;"2";"6";"5";1;"4";1;"Live with Parents/Family";"1";"3";"1";9136
"6804";"2";"5";1;"2";"6";"4";1;"7";4;"Live with Parents/Family";"1";"5";"2";9136
"6805";"Male";"5";1;"2";"2";"5";1;"3";1;"Rent";"?";"5";"1";9136
"6806";"2";"5";1;"1";"6";"5";1;"5";2;"Live with Parents/Family";"1";"5";"2";9136
"6807";"2";"5";1;"2";"6";"5";1;"6";1;"Live with Parents/Family";"3";"5";"1";9136
"6808";"2";"5";1;"2";"6";"4";1;"4";1;"Live with Parents/Family";"5";"5";"1";9136
"6809";"Male";"5";1;"2";"6";"5";1;"5";2;"Live with Parents/Family";"1";"5";"1";9136
"6810";"Male";"5";2;"2";"6";"2";1;"4";1;"Live with Parents/Family";"1";"3";"1";66994
"6811";"Male";"2";5;"4";"3";"5";1;"4";1;"Own";"1";"3";"1";76004
"6812";"2";"5";2;"3";"6";"5";1;"5";0;"Rent";"1";"5";"2";66994
"6813";"Male";"5";2;"3";"?";"5";1;"4";0;"Own";"1";"5";"1";66994
"6814";"2";"5";2;"3";"4";"5";1;"4";1;"Live with Parents/Family";"1";"5";"1";66994
"6815";"Male";"1";6;"5";"1";"5";2;"4";0;"Own";"1";"5";"2";66994
"6816";"2";"1";3;"5";"1";"5";2;"2";0;"Own";"1";"2";"1";66994
"6817";"Male";"5";3;"4";"6";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";76004
"6818";"2";"2";4;"5";"1";"5";1;"4";1;"Own";"1";"7";"1";76004
"6819";"2";"5";2;"3";"6";"5";1;"3";0;"Live with Parents/Family";"1";"7";"1";66994
"6820";"2";"?";3;"4";"2";"2";1;"6";0;"Rent";"1";"7";"1";66994
"6821";"2";"2";2;"4";"6";"2";1;"2";0;"Rent";"1";"7";"1";66994
"6822";"2";"2";3;"?";"?";"4";3;"5";3;"Own";"1";"7";"1";66994
"6823";"Male";"3";6;"3";"3";"5";1;"1";0;"Own";"1";"5";"2";19997
"6824";"2";"3";4;"4";"3";"?";1;"1";0;"Rent";"3";"3";"1";76004
"6825";"Male";"5";2;"4";"9";"5";1;"2";0;"Live with Parents/Family";"1";"3";"1";19997
"6826";"Male";"5";3;"5";"1";"5";1;"1";0;"Own";"1";"3";"1";46894
"6827";"2";"1";3;"4";"1";"5";2;"3";1;"Rent";"3";"3";"1";11703
"6828";"Male";"5";2;"3";"7";"5";1;"7";3;"Live with Parents/Family";"1";"5";"2";32171
"6829";"Male";"5";2;"3";"3";"5";1;"2";0;"Rent";"3";"5";"1";9136
"6830";"2";"5";2;"3";"6";"5";1;"4";3;"Live with Parents/Family";"3";"5";"2";46894
"6831";"2";"1";4;"3";"1";"5";2;"5";2;"Own";"1";"5";"2";27591
"6832";"2";"5";2;"3";"9";"4";1;"8";0;"Live with Parents/Family";"1";"5";"2";19997
"6833";"Male";"1";4;"1";"1";"5";2;"5";3;"Own";"1";"5";"2";46894
"6834";"2";"1";3;"3";"2";"5";2;"2";0;"Own";"1";"5";"2";27591
"6835";"2";"1";4;"2";"5";"2";2;"3";1;"Rent";"3";"5";"?";27591
"6836";"2";"2";5;"2";"5";"5";1;"2";0;"Own";"1";"5";"2";21672
"6837";"2";"5";2;"3";"4";"5";1;"3";0;"Live with Parents/Family";"1";"5";"2";32171
"6838";"Male";"5";3;"5";"3";"5";1;"7";0;"Rent";"3";"5";"?";27591
"6839";"Male";"?";2;"5";"?";"?";2;"4";2;"Own";"1";"5";"1";46894
"6840";"Male";"5";2;"3";"3";"4";1;"7";3;"Live with Parents/Family";"1";"5";"1";19997
"6841";"Male";"1";4;"4";"3";"5";2;"5";2;"Own";"1";"5";"2";46894
"6842";"2";"1";6;"1";"4";"3";2;"4";1;"Rent";"1";"5";"2";11703
"6843";"2";"4";6;"3";"8";"4";1;"3";0;"Own";"1";"5";"2";19997
"6844";"Male";"1";3;"2";"5";"2";2;"5";1;"Rent";"3";"5";"1";21672
"6845";"2";"3";4;"2";"5";"4";1;"9";4;"Rent";"1";"5";"2";9136
"6846";"2";"5";2;"3";"?";"4";1;"7";3;"Live with Parents/Family";"1";"5";"2";11703
"6847";"Male";"5";2;"2";"4";"2";1;"4";1;"Live with Parents/Family";"1";"5";"2";9136
"6848";"Male";"1";3;"4";"2";"3";2;"3";0;"Rent";"1";"5";"2";19997
"6849";"Male";"1";4;"2";"?";"3";2;"7";2;"Rent";"1";"5";"2";19997
"6850";"2";"1";3;"3";"5";"5";3;"5";0;"Rent";"3";"5";"1";11703
"6851";"2";"1";4;"4";"5";"2";3;"5";2;"Own";"1";"5";"1";32171
"6852";"2";"1";3;"3";"5";"5";3;"3";1;"Rent";"1";"5";"2";27591
"6853";"2";"5";4;"6";"4";"5";1;"3";0;"Rent";"3";"2";"?";21672
"6854";"Male";"3";3;"4";"1";"5";1;"1";0;"Own";"1";"2";"1";32171
"6855";"2";"5";1;"3";"5";"1";1;"3";0;"Rent";"1";"8";"1";9136
"6856";"2";"5";5;"5";"?";"5";1;"1";0;"Rent";"3";"7";"1";27591
"6857";"Male";"2";4;"3";"2";"4";2;"2";0;"?";"1";"7";"3";21672
"6858";"2";"5";1;"2";"6";"?";1;"4";2;"Live with Parents/Family";"1";"7";"2";9136
"6859";"Male";"5";3;"3";"1";"5";1;"1";0;"Rent";"3";"6";"?";11703
"6860";"Male";"5";4;"5";"3";"4";1;"1";0;"Rent";"3";"7";"1";21672
"6861";"Male";"5";3;"6";"4";"1";1;"2";0;"Rent";"3";"7";"1";19997
"6862";"Male";"5";3;"5";"1";"5";1;"1";0;"Own";"2";"2";"3";46894
"6863";"Male";"5";4;"4";"3";"5";1;"1";0;"Rent";"3";"7";"1";9136
"6864";"Male";"2";3;"5";"4";"?";1;"2";0;"?";"3";"7";"1";32171
"6865";"Male";"5";3;"5";"1";"3";1;"1";0;"Rent";"3";"7";"1";27591
"6866";"Male";"5";3;"4";"8";"5";1;"1";0;"Rent";"3";"7";"1";27591
"6867";"Male";"5";2;"4";"6";"5";1;"1";0;"Rent";"3";"8";"1";11703
"6868";"Male";"5";2;"4";"2";"3";1;"3";0;"Rent";"3";"5";"1";21672
"6869";"Male";"5";1;"2";"6";"2";1;"7";5;"Live with Parents/Family";"1";"5";"2";9136
"6870";"Male";"1";4;"3";"1";"2";3;"2";3;"Own";"1";"5";"1";27591
"6871";"2";"3";3;"4";"2";"5";1;"2";1;"Own";"1";"5";"1";32171
"6872";"Male";"1";2;"6";"6";"?";2;"2";0;"Rent";"3";"7";"2";21672
"6873";"Male";"2";4;"4";"4";"5";1;"2";0;"Rent";"3";"7";"1";21672
"6874";"2";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"2";"1";27591
"6875";"2";"1";3;"4";"1";"1";3;"2";0;"Rent";"3";"7";"1";21672
"6876";"Male";"5";3;"6";"2";"5";1;"1";0;"Own";"2";"7";"1";46894
"6877";"Male";"3";4;"5";"1";"4";1;"1";0;"Rent";"3";"7";"1";21672
"6878";"2";"5";4;"5";"1";"5";1;"1";0;"Rent";"5";"7";"1";21672
"6879";"Male";"?";2;"5";"2";"5";1;"3";0;"Rent";"5";"7";"1";46894
"6880";"Male";"5";3;"4";"4";"1";1;"1";0;"Rent";"3";"7";"1";27591
"6881";"Male";"?";4;"4";"1";"2";2;"1";0;"Rent";"1";"7";"1";27591
"6882";"2";"5";2;"3";"6";"3";1;"3";0;"Rent";"3";"7";"1";9136
"6883";"2";"1";2;"5";"4";"2";2;"2";0;"Rent";"3";"7";"1";11703
"6884";"Male";"5";3;"6";"6";"2";1;"1";0;"Rent";"3";"7";"1";9136
"6885";"2";"3";3;"5";"1";"3";1;"3";0;"Rent";"5";"7";"1";9136
"6886";"Male";"1";3;"4";"1";"2";3;"5";3;"Own";"1";"7";"1";46894
"6887";"2";"5";3;"5";"1";"3";1;"3";0;"Rent";"3";"7";"1";11703
"6888";"2";"5";3;"5";"2";"5";1;"1";0;"Rent";"3";"7";"1";19997
"6889";"2";"5";3;"5";"1";"3";1;"2";0;"Rent";"3";"7";"1";21672
"6890";"2";"5";2;"3";"4";"2";1;"1";0;"Rent";"?";"7";"1";19997
"6891";"Male";"5";2;"4";"3";"1";1;"1";0;"Rent";"3";"7";"1";21672
"6892";"2";"5";3;"5";"4";"1";1;"1";0;"Rent";"3";"7";"1";11703
"6893";"Male";"5";2;"4";"1";"5";1;"2";0;"Rent";"3";"7";"2";11703
"6894";"Male";"5";3;"5";"1";"2";1;"1";0;"Rent";"3";"7";"1";27591
"6895";"2";"5";2;"3";"5";"5";1;"3";0;"Rent";"3";"7";"1";19997
"6896";"Male";"5";4;"6";"1";"3";1;"1";0;"Own";"1";"7";"1";11703
"6897";"Male";"5";3;"4";"9";"5";1;"2";0;"Own";"3";"7";"1";19997
"6898";"2";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";27591
"6899";"Male";"5";4;"4";"4";"5";1;"2";0;"Rent";"3";"7";"1";27591
"6900";"2";"5";3;"5";"1";"2";1;"?";0;"Rent";"3";"7";"3";19997
"6901";"2";"5";3;"5";"1";"5";1;"1";0;"Rent";"3";"7";"1";32171
"6902";"2";"2";2;"3";"1";"?";1;"4";0;"Rent";"5";"7";"?";21672
"6903";"2";"1";3;"5";"5";"3";3;"3";1;"Rent";"3";"7";"1";11703
"6904";"Male";"5";3;"4";"9";"5";1;"2";0;"Own";"3";"7";"1";19997
"6905";"Male";"5";3;"5";"1";"3";1;"1";0;"Rent";"3";"7";"1";21672
"6906";"2";"5";4;"4";"4";"4";1;"1";0;"Rent";"3";"7";"1";11703
"6907";"2";"1";3;"5";"2";"2";2;"2";0;"Rent";"3";"7";"1";19997
"6908";"Male";"3";3;"4";"1";"5";1;"2";0;"Rent";"3";"7";"1";46894
"6909";"Male";"5";3;"6";"1";"2";1;"1";0;"Rent";"5";"7";"1";46894
"6910";"Male";"2";2;"4";"1";"2";1;"2";0;"Rent";"3";"7";"1";19997
"6911";"2";"5";3;"6";"1";"2";1;"3";0;"Rent";"3";"7";"1";19997
"6912";"Male";"2";3;"5";"3";"5";2;"2";0;"Rent";"3";"7";"1";46894
"6913";"2";"5";2;"5";"1";"2";1;"6";0;"Rent";"1";"7";"1";11703
"6914";"Male";"1";2;"3";"1";"3";2;"2";0;"Rent";"3";"7";"1";32171
"6915";"2";"5";2;"3";"2";"4";1;"2";0;"Rent";"3";"7";"1";11703
"6916";"Male";"3";3;"5";"1";"2";1;"1";0;"Rent";"3";"7";"1";21672
"6917";"Male";"5";3;"6";"1";"1";1;"2";0;"Rent";"1";"7";"1";27591
"6918";"Male";"5";3;"4";"2";"2";1;"2";0;"Rent";"3";"7";"1";46894
"6919";"Male";"5";3;"5";"4";"3";1;"1";0;"Rent";"3";"7";"1";19997
"6920";"Male";"5";2;"6";"4";"2";1;"3";0;"Rent";"3";"7";"1";19997
"6921";"2";"5";2;"4";"5";"4";1;"3";2;"Rent";"3";"7";"1";9136
"6922";"Male";"5";4;"5";"1";"5";1;"1";0;"Rent";"3";"7";"?";32171
"6923";"2";"5";3;"6";"1";"2";1;"1";0;"Rent";"1";"7";"1";27591
"6924";"Male";"5";2;"4";"1";"2";1;"1";0;"Rent";"3";"7";"1";19997
